strongs,translit,bucket,final_gloss,final_source,review_flag,definition_es,dominant_gloss_share,occurrences,pct_running_tokens,tbesh_gloss,proposed_gloss,proposed_source,held_reason,rvr1960_db_form
H6987,qo.tev,mechanical,exterminio,definition_es-head,,exterminio,1.000,1,0.0003,destruction,exterminio,definition_es-head,,
H6988,qe.to.rah,mechanical,perfume,definition_es-head,,perfume,1.000,1,0.0003,incense,perfume,definition_es-head,,
H6989,qe.tu.rah,proper-noun,Cetura,defEs-name,,"Cetura, una esposa de Abraham",1.000,4,0.0013,Keturah,Keturah,tbesh-en-placeholder,,Cetura
H6990,qa.tat,mechanical,recortar,definition_es-head,,"recortar, es decir (figuradamente) destruir",1.000,1,0.0003,to cut off,recortar,definition_es-head,,
H6991,qa.tal,mechanical,matar,tbesh-map,,"raíz primitiva; propiamente, cortar, es decir (figurativamente) dar muerte (mat…",1.000,3,0.0010,to slay,matar,tbesh-map,,
H6992,qe.tal,mechanical,matar,tbesh-map,,"(arameo) matar, dar muerte",1.000,7,0.0023,to slay,matar,tbesh-map,,
H6993,qe.tel,mechanical,muerte violenta,definition_es-head,,una muerte violenta,1.000,1,0.0003,slaughter,muerte violenta,definition_es-head,,
H6994,qa.ton,judgment,disminuir,definition_es-head,,"disminuir, es decir ser (causativamente, hacer) pequeño o (figurativamente) de…",0.500,4,0.0013,be small,,,no dominant sense (top 0.50),
H6995,qo.ten,mechanical,pequeñez,definition_es-head,,"pequeñez, es decir el dedo meñique",1.000,2,0.0007,little finger,pequeñez,definition_es-head,,
H6996,qa.tan,judgment,reducido,definition_es-head,,"reducido, es decir, diminuto, literalmente (en cantidad, tamaño o número) o fig…",0.554,101,0.0331,small,,,no dominant sense (top 0.55),
H6997,qa.tan,proper-noun,Catán,defEs-name,,"Catán, un israelita",1.000,1,0.0003,Hakkatan,Hakkatan,tbesh-en-placeholder,,
H6998,qa.taph,judgment,arrancar,definition_es-head,,arrancar (cortar),0.800,5,0.0016,to pluck,,,no dominant sense (top 0.80),
H6999,qa.tar,judgment,humear,definition_es-head,,"humear, es decir, convertir en fragancia mediante el fuego (especialmente como…",0.638,116,0.0380,to offer,,,no dominant sense (top 0.64),
H7000,qa.tar,mechanical,encerrar,definition_es-head,,encerrar,1.000,1,0.0003,to enclose,encerrar,definition_es-head,,
H7001,qe.tar,judgment,nudo,definition_es-head,,"(arameo) un nudo (como atado), es decir (figurativamente) un enigma; también un…",0.667,3,0.0010,joint,,,no dominant sense (top 0.67),
H7002,qit.ter,mechanical,perfume,definition_es-head,,perfume,1.000,1,0.0003,incense,perfume,definition_es-head,,
H7003,qit.ron,proper-noun,Quitrón,defEs-name,,"Quitrón, un lugar en Palestina",1.000,1,0.0003,Kitron,Kitron,tbesh-en-placeholder,,Quitrón
H7004,qe.to.ret,mechanical,fumigación,definition_es-head,,una fumigación; incienso,0.967,60,0.0197,incense,fumigación,definition_es-head,,
H7005,qat.tat,proper-noun,Catat,defEs-name,,"Catat, un lugar en Palestina",1.000,1,0.0003,Kattath,Kattath,tbesh-en-placeholder,,Catat
H7006,qa.yah,mechanical,vomitar,definition_es-head,,vomitar,1.000,1,0.0003,to vomit,vomitar,definition_es-head,,
H7007,qa.yit,mechanical,cosecha,definition_es-head,,(arameo) cosecha,1.000,1,0.0003,summer,cosecha,definition_es-head,,
H7008,qi.tor,mechanical,vapor,definition_es-head,,"un vapor, es decir nube (humo)",1.000,4,0.0013,smoke,vapor,definition_es-head,,
H7009,qim,mechanical,adversario,definition_es-head,,"un adversario (que se alza contra uno), es decir (colectivamente) enemigos",1.000,1,0.0003,adversary,adversario,definition_es-head,,
H7010,qe.yam,mechanical,estatuto / ordenanza,tbesh-head-es,,,1.000,2,0.0007,statute,,tbesh-untranslated,,
H7011,qay.yam,mechanical,perdurable,tbesh-head-es,,,1.000,2,0.0007,enduring,,tbesh-untranslated,,
H7012,qi.mah,mechanical,levantarse,definition_es-head,,un levantarse,1.000,1,0.0003,rising,levantarse,definition_es-head,,
H7013,qa.yin,mechanical,lanza,tbesh-map,,una lanza (que golpea rápido),1.000,1,0.0003,spear,lanza,tbesh-map,,
H7014,qa.yin,proper-noun,Caín,defEs-name,,"Caín, el nombre del primer hijo, también de un lugar en Palestina, y de una tri…",0.842,19,0.0062,Kenite,Kenite,tbesh-en-placeholder,,Caín
H7015,qi.nah,mechanical,endecha,tbesh-map,,"una endecha (como acompañada de golpes de pecho o con instrumentos), lamentación",1.000,18,0.0059,dirge,endecha,tbesh-map,,
H7016,qi.nah,proper-noun,Cina,defEs-name,,"Cina, un lugar en Palestina",1.000,1,0.0003,Kinah,Kinah,tbesh-en-placeholder,,Cina
H7017,qe.ni,proper-noun,ceneo,defEs-gentilic,,un ceneo o miembro de la tribu de Caín,1.000,12,0.0039,Kenite,Kenite,tbesh-en-placeholder,,ceneos
H7018,qe.nan,proper-noun,Cainán,defEs-name,,"Cainán, un antediluviano",1.000,6,0.0020,Kenan,Kenan,tbesh-en-placeholder,,Cainán
H7019,qa.yits,judgment,cosecha,definition_es-head,,"cosecha (como el producto), sea el fruto (grano o fruta) o la estación (seca),…",0.550,20,0.0066,summer,,,no dominant sense (top 0.55),
H7020,qi.tson,mechanical,extremo,definition_es-head,,extremo (que está al final),1.000,4,0.0013,outermost,extremo,definition_es-head,,
H7021,qi.qa.von,mechanical,calabacera,definition_es-head,,la calabacera (como nauseabunda),1.000,5,0.0016,plant,calabacera,definition_es-head,,
H7022,qi.qa.lon,mechanical,deshonra intensa,definition_es-head,,deshonra intensa,1.000,1,0.0003,disgrace,deshonra intensa,definition_es-head,,
H7023,qir,mechanical,muro,tbesh-map,,un muro (como construido en una zanja),0.905,74,0.0243,wall,muro,tbesh-map,,
H7024,qir,proper-noun,Kir,defEs-name,,"Kir, un lugar en Asiria; también uno en Moab",0.600,5,0.0016,Kir,Kir,tbesh-en-placeholder,,Kir
H7025,qir che.re.s,proper-noun,Kir-hareset / Kir,defEs-name,,"Kir-hareset o Kir-hares, un lugar en Moab",0.500,10,0.0033,Kir-hareseth,Kir-hareseth,tbesh-en-placeholder,,Kir-hareset
H7026,qe.ros,proper-noun,Queros,defEs-name,,"Queros, uno de los sirvientes del templo",1.000,2,0.0007,Keros,Keros,tbesh-en-placeholder,,Queros
H7027,qish,proper-noun,Cis,defEs-name,,"Cis, el nombre de cinco israelitas",1.000,21,0.0069,Kish,Kish,tbesh-en-placeholder,,Cis
H7028,qi.shon,proper-noun,Cisón,defEs-name,,"Cisón, un río de Palestina",1.000,6,0.0020,Kishon,Kishon,tbesh-en-placeholder,,Cisón
H7029,qi.shi,proper-noun,Cisi,hand-translit,proper-fallback,,1.000,1,0.0003,Kishi,Kishi,tbesh-en-placeholder,,
H7030,qi.ta.ros,mechanical,lira,definition_es-head,,(arameo) una lira (cítara),1.000,4,0.0013,lyre,lira,definition_es-head,,
H7031,qal,mechanical,ligero,definition_es-head,,"ligero; (por implicación) rápido, veloz (también adverbial)",1.000,13,0.0043,swift,ligero,definition_es-head,,
H7032,qal,judgment,voz o sonido,definition_es-head,,(arameo) una voz o sonido,0.714,7,0.0023,voice,,,no dominant sense (top 0.71),
H7033,qa.lah,judgment,tostar,definition_es-head,,"tostar, es decir chamuscar parcial o lentamente",0.750,4,0.0013,to roast,,,no dominant sense (top 0.75),
H7034,qa.lah,judgment,ser ligero,definition_es-head,,"ser ligero (como implicado en el movimiento rápido), pero figurativamente, solo…",0.667,6,0.0020,to dishonor,,,no dominant sense (top 0.67),
H7036,qa.lon,mechanical,deshonra,definition_es-head,,"deshonra; (por implicación) las partes pudendas, ignominia",0.941,17,0.0056,dishonor,deshonra,definition_es-head,,
H7037,qal.la.chat,mechanical,olla,definition_es-head,,una olla (caldera),1.000,2,0.0007,caldron,olla,definition_es-head,,
H7038,qa.lat,mechanical,mutilar,definition_es-head,,mutilar,1.000,1,0.0003,be stunted,mutilar,definition_es-head,,
H7039,qa.li,mechanical,espigas de grano tostadas,definition_es-head,,espigas de grano tostadas,1.000,6,0.0020,roasted,espigas de grano tostadas,definition_es-head,,
H7040,qal.lay,proper-noun,Calai,defEs-name,,"Calai, un israelita",1.000,1,0.0003,Kallai,Kallai,tbesh-en-placeholder,,Calai
H7041,qe.la.yah,proper-noun,Kelaía,defEs-name,,"Kelaía, un israelita",1.000,1,0.0003,Kelaiah,Kelaiah,tbesh-en-placeholder,,Kelaía
H7042,qe.li.ta,proper-noun,Quelita,defEs-name,,"Quelita, nombre de tres israelitas",1.000,3,0.0010,Kelita,Kelita,tbesh-en-placeholder,,
H7043,qa.lal,judgment,menospreciar / maldecir,hand-fix,,"ser (causativamente, hacer) ligero, literalmente (veloz, pequeño, agudo, etc.)…",0.500,82,0.0269,to lighten,,,no dominant sense (top 0.50),
H7044,qa.lal,mechanical,aclarado,definition_es-head,,aclarado (como si se hubiera afilado),1.000,2,0.0007,burnished,aclarado,definition_es-head,,
H7045,qe.la.lah,mechanical,"vilipendio, maldición",definition_es-head,,"vilipendio, maldición",1.000,33,0.0108,curse,"vilipendio, maldición",definition_es-head,,
H7046,qa.las,judgment,menospreciar,definition_es-head,,"menospreciar, es decir ridiculizar (escarnecer)",0.750,4,0.0013,to mock,,,no dominant sense (top 0.75),
H7047,qe.les,mechanical,hazmerreír,definition_es-head,,un hazmerreír,1.000,3,0.0010,derision,hazmerreír,definition_es-head,,
H7048,qal.la.sah,mechanical,ridiculización,definition_es-head,,ridiculización (burla),1.000,1,0.0003,derision,ridiculización,definition_es-head,,
H7049,qa.la,judgment,"hondear, lanzar con honda",definition_es-head,,"hondear, lanzar con honda; también tallar (como en movimiento circular, o en fo…",0.429,7,0.0023,to carve,,,no dominant sense (top 0.43),
H7050,qe.la,judgment,honda,definition_es-head,,"una honda; también una cortina (de puerta) (como colgada de través), o la hoja…",0.727,22,0.0072,curtain,,,no dominant sense (top 0.73),
H7051,qal.la,mechanical,hondero,definition_es-head,,un hondero,1.000,1,0.0003,slinger,hondero,definition_es-head,,
H7052,qe.lo.qel,mechanical,insustancial,definition_es-head,,insustancial,1.000,1,0.0003,worthless,insustancial,definition_es-head,,
H7053,qil.l.shon,mechanical,tenedor,tbesh-map,,"una púa, es decir horca de heno",1.000,1,0.0003,fork,tenedor,tbesh-map,,
H7054,qa.mah,mechanical,algo que se levanta,definition_es-head,,"algo que se levanta, es decir, un tallo de grano, mies en pie",0.900,10,0.0033,standing grain,algo que se levanta,definition_es-head,,
H7055,qe.mu.el,proper-noun,Quemuel,defEs-name,,"Quemuel, nombre de un pariente de Abraham, y de dos israelitas",1.000,3,0.0010,Kemuel,Kemuel,tbesh-en-placeholder,,
H7056,qa.mon,proper-noun,Camón,defEs-name,,"Camón, un lugar al este del Jordán",1.000,1,0.0003,Kamon,Kamon,tbesh-en-placeholder,,Camón
H7057,qim.mosh,mechanical,planta espinosa,definition_es-head,,una planta espinosa,1.000,2,0.0007,nettle,planta espinosa,definition_es-head,,
H7058,qe.mach,mechanical,harina,tbesh-map,,harina,1.000,14,0.0046,flour,harina,tbesh-map,,
H7059,qa.mat,judgment,arrancar,definition_es-head,,"arrancar, es decir destruir",0.500,2,0.0007,to seize,,,no dominant sense (top 0.50),
H7060,qa.mal,mechanical,marchitarse,definition_es-head,,marchitarse,1.000,2,0.0007,to decay,marchitarse,definition_es-head,,
H7061,qa.mats,mechanical,agarrar con la mano,definition_es-head,,agarrar con la mano (tomar un puñado),1.000,3,0.0010,to grasp,agarrar con la mano,definition_es-head,,
H7062,qo.mets,mechanical,puñado,definition_es-head,,un puñado (lo que cabe en la mano),1.000,4,0.0013,handful,puñado,definition_es-head,,
H7063,qim.ma.shon,mechanical,planta espinosa,definition_es-head,,una planta espinosa,1.000,1,0.0003,thorn,planta espinosa,definition_es-head,,
H7064,qen,judgment,nido,definition_es-head,,"un nido (como fijo), a veces incluyendo los polluelos; figurativamente, una cám…",0.692,13,0.0043,nest,,,no dominant sense (top 0.69),
H7065,qa.na,judgment,ser celoso,definition_es-head,,"ser (causativamente, hacer) celoso, es decir, (en mal sentido) celoso o envidio…",0.441,34,0.0111,be jealous,,,no dominant sense (top 0.44),
H7066,qe.na,mechanical,comprar,tbesh-map,,(arameo) comprar,1.000,1,0.0003,to buy,comprar,tbesh-map,,
H7067,qan.na,mechanical,celoso,definition_es-head,,celoso,1.000,6,0.0020,jealous,celoso,definition_es-head,,
H7068,qin.ah,judgment,celos o envidia,definition_es-head,,celos o envidia,0.674,43,0.0141,jealousy,,,no dominant sense (top 0.67),
H7069,qa.nah,judgment,erigir,definition_es-head,,"erigir, es decir, crear; por extensión, procurar, especialmente por compra (cau…",0.333,84,0.0275,to buy,,,no dominant sense (top 0.33),
H7070,qa.neh,judgment,caña,definition_es-head,,"una caña (como erguida); por semejanza, una vara (especialmente para medir), ej…",0.355,62,0.0203,branch,,,no dominant sense (top 0.35),
H7071,qa.nah,proper-noun,Cana,defEs-name,,"Cana, nombre de un arroyo y de un lugar en Palestina",1.000,3,0.0010,Kanah,Kanah,tbesh-en-placeholder,,Caná
H7072,qan.no,mechanical,celoso o enojado,definition_es-head,,celoso o enojado,1.000,2,0.0007,jealous,celoso o enojado,definition_es-head,,
H7073,qe.naz,proper-noun,Quenaz,defEs-name,,"Quenaz, el nombre de un edomita y de dos israelitas",1.000,11,0.0036,Kenaz,Kenaz,tbesh-en-placeholder,,
H7074,qe.niz.zi,proper-noun,cenezeo,defEs-gentilic,,un cenezeo o descendiente de Quenaz,1.000,4,0.0013,Kenizzite,Kenizzite,tbesh-en-placeholder,,cenezeos
H7075,qin.yan,judgment,creación,definition_es-head,,"creación, es decir, (concretamente) criaturas; también adquisición, compra, riq…",0.600,10,0.0033,acquisition,,,no dominant sense (top 0.60),
H7076,qin.na.mon,mechanical,corteza de canela,definition_es-head,,corteza de canela (como en rollos verticales),1.000,3,0.0010,cinnamon,corteza de canela,definition_es-head,,
H7077,qa.nan,judgment,anidar,definition_es-head,,"anidar, es decir construir u ocupar como nido",0.400,5,0.0016,to make a nest,,,no dominant sense (top 0.40),
H7078,qe.nets,mechanical,perversión,definition_es-head,,perversión,1.000,1,0.0003,snare,perversión,definition_es-head,,
H7079,qe.nat,proper-noun,Kenat,defEs-name,,"Kenat, un lugar al este del Jordán",1.000,2,0.0007,Kenath,Kenath,tbesh-en-placeholder,,Kenat
H7080,qa.sam,judgment,adivinar,tbesh-head-es,,"raíz primitiva; propiamente, distribuir, es decir, determinar por suertes o rol…",0.550,20,0.0066,to divine,,,no dominant sense (top 0.55),
H7081,qe.sem,mechanical,suerte,definition_es-head,,"una suerte; también adivinación (incluyendo su paga), oráculo, agüero",1.000,11,0.0036,divination,suerte,definition_es-head,,
H7082,qa.sas,mechanical,cercenar,definition_es-head,,cercenar,1.000,1,0.0003,to strip,cercenar,definition_es-head,,
H7083,qe.set,mechanical,olla,tbesh-map,,"de la misma raíz que H3563 (כּוֹס) (o que H7185 (קָשָׁה)); propiamente, una cop…",1.000,3,0.0010,pot,olla,tbesh-map,,
H7084,qe.i.lah,proper-noun,Keila,defEs-name,,"Keila, un lugar en Palestina",0.944,18,0.0059,Keilah,Keilah,tbesh-en-placeholder,,Keila
H7085,qa.a.qa,mechanical,incisión o corte,definition_es-head,,una incisión o corte,1.000,1,0.0003,incision,incisión o corte,definition_es-head,,
H7086,qe.a.rah,mechanical,"plato, fuente",definition_es-head,,"un plato, fuente (como ahuecado)",0.882,17,0.0056,dish,"plato, fuente",definition_es-head,,
H7087,qa.pah,judgment,cuajar,definition_es-head,,"cuajar, es decir espesarse (como el vino sin trasegar, la leche cuajada, el cie…",0.250,4,0.0013,to congeal,,,no dominant sense (top 0.25),
H7088,qa.phad,mechanical,contraer,definition_es-head,,"contraer, es decir enrollar",1.000,1,0.0003,to roll,contraer,definition_es-head,,
H7089,qe.pha.dah,mechanical,encogimiento,definition_es-head,,"encogimiento, es decir terror",1.000,1,0.0003,anguish,encogimiento,definition_es-head,,
H7090,qip.pod,mechanical,especie de ave,definition_es-head,,"una especie de ave, quizá el avetoro (erizo) (por su forma encogida)",1.000,3,0.0010,porcupine,especie de ave,definition_es-head,,
H7091,qip.poz,mechanical,saltar hacia adelante,definition_es-head,,saltar hacia adelante; una serpiente-flecha (que se lanza sobre su presa),1.000,1,0.0003,arrow snake,saltar hacia adelante,definition_es-head,,
H7092,qa.phats,judgment,juntar,definition_es-head,,"juntar, es decir cerrar; por implicación, saltar (al contraer los miembros); es…",0.571,7,0.0023,to gather,,,no dominant sense (top 0.57),
H7093,qets,mechanical,fin,tbesh-map,,una extremidad; adverbialmente (con prefijo preposicional) después; fin,0.970,67,0.0220,end,fin,tbesh-map,,
H7094,qa.tsav,judgment,recortar,definition_es-head,,"recortar, o (en general) cortar",0.500,2,0.0007,to shear,,,no dominant sense (top 0.50),
H7095,qe.tsev,judgment,forma,definition_es-head,,forma (como si se hubiera cortado); base (como si allí se hubiera cortado),0.667,3,0.0010,shape,,,no dominant sense (top 0.67),
H7096,qa.tsah,judgment,cortar,definition_es-head,,cortar; (figurativamente) destruir; (parcialmente) raspar,0.400,5,0.0016,to cut off,,,no dominant sense (top 0.40),
H7097,qa.tseh,judgment,extremidad,definition_es-head,,una extremidad / confín,0.773,97,0.0318,end,,,no dominant sense (top 0.77),
H7098,qa.tsah,judgment,"terminación, un extremo",definition_es-head,,"una terminación, un extremo",0.800,35,0.0115,end,,,no dominant sense (top 0.80),
H7099,qe.tsev,judgment,límite,definition_es-head,,un límite,0.667,3,0.0010,boundary,,,no dominant sense (top 0.67),
H7100,qe.tsach,mechanical,neguilla,definition_es-head,,neguilla (eneldo) (por su acritud),1.000,3,0.0010,dill,neguilla,definition_es-head,,
H7101,qa.tsin,judgment,magistrado,definition_es-head,,"un magistrado (como el que decide) u otro caudillo, jefe, príncipe",0.583,12,0.0039,chief,,,no dominant sense (top 0.58),
H7102,qe.tsi.ah,mechanical,casia,tbesh-head-es,,,1.000,1,0.0003,cassia,,tbesh-untranslated,,
H7103,qe.tsi.ah,proper-noun,Cesia,defEs-name,,"Cesia, una hija de Job",1.000,1,0.0003,Keziah,Keziah,tbesh-en-placeholder,,Cesia
H7104,qe.tsits,proper-noun,Keziz,defEs-name,,"Keziz, un valle en Palestina",1.000,1,0.0003,(Emek)-keziz,(Emek)-keziz,tbesh-en-placeholder,,
H7105,qa.tsir,mechanical,cosecha,tbesh-map,,"cortado, es decir, la cosecha (como segada), el cultivo, el tiempo, el segador,…",0.870,54,0.0177,harvest,cosecha,tbesh-map,,
H7106,qa.tsa,judgment,despojar,definition_es-head,,"despojar, es decir (parcialmente) raspar; por implicación, segregar (como un án…",0.500,2,0.0007,to scrape,,,no dominant sense (top 0.50),
H7107,qa.tsaph,judgment,quebrarse,definition_es-head,,"quebrarse, es decir, (figurativamente) estallar en ira",0.824,34,0.0111,be angry,,,no dominant sense (top 0.82),
H7108,qe.tsaph,mechanical,enfurecerse,definition_es-head,,(arameo) enfurecerse,1.000,1,0.0003,be angry,enfurecerse,definition_es-head,,
H7109,qe.tsaph,mechanical,furor,tbesh-map,,(arameo) furia,1.000,1,0.0003,wrath,furor,tbesh-map,,
H7110,qe.tseph,judgment,astilla,definition_es-head,,"una astilla (como desprendida); figurativamente, ira o contienda, indignación",0.759,29,0.0095,wrath,,,no dominant sense (top 0.76),
H7111,qe.tsa.phah,mechanical,fragmento,definition_es-head,,un fragmento,1.000,1,0.0003,splinter,fragmento,definition_es-head,,
H7112,qa.tsats,judgment,"cortar, cercenar",definition_es-head,,"cortar, cercenar (literal o figurativamente)",0.714,14,0.0046,to cut,,,no dominant sense (top 0.71),
H7113,qe.tsats,mechanical,cortar,tbesh-map,,,1.000,1,0.0003,to cut,cortar,tbesh-map,,
H7114,qa.tser,judgment,recortar,definition_es-head,,"recortar, es decir, acortar (transitivo o intransitivo, literal o figurado); es…",0.224,49,0.0161,be short,,,no dominant sense (top 0.22),
H7115,qo.tser,mechanical,cortedad,definition_es-head,,"cortedad (de espíritu), es decir impaciencia",1.000,1,0.0003,shortness,cortedad,definition_es-head,,
